m#id	m#node	C#dc	C#cc	C#bc	C#pr	C#c	D#community	cD#class
604	java.lang.ConditionalSpecialCasing	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
605	java.lang.Deprecated	0.002640	0.476565	0.000000	0.000272	1.000000	0	18
606	java.lang.Double	0.003300	0.476715	0.000000	0.000309	0.800000	0	18
607	java.lang.Enum	0.010561	0.478976	0.000019	0.000852	0.366667	0	18
608	java.lang.EnumConstantNotPresentException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
609	java.lang.Error	0.010561	0.478673	0.000006	0.000784	0.616667	1	18
610	java.lang.Exception	0.043564	0.487138	0.001273	0.003067	0.167366	1	18
611	java.lang.ExceptionInInitializerError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
612	java.lang.Float	0.003960	0.476865	0.000001	0.000362	0.733333	0	18
613	java.lang.IllegalAccessError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
614	java.lang.IllegalAccessException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
615	java.lang.IllegalArgumentException	0.011221	0.478824	0.000007	0.000828	0.588235	1	18
616	java.lang.IllegalMonitorStateException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
617	java.lang.IllegalStateException	0.015182	0.479734	0.000017	0.001106	0.458498	1	18
618	java.lang.IllegalThreadStateException	0.004620	0.477316	0.000000	0.000376	0.952381	1	18
619	java.lang.IncompatibleClassChangeError	0.007921	0.478069	0.000002	0.000607	0.757576	1	18
620	java.lang.IndexOutOfBoundsException	0.005941	0.477617	0.000000	0.000467	0.888889	1	18
621	java.lang.InheritableThreadLocal	0.002640	0.476565	0.000000	0.000282	1.000000	0	18
622	java.lang.InstantiationError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
623	java.lang.InstantiationException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
624	java.lang.Integer	0.004620	0.477015	0.000001	0.000420	0.666667	0	18
625	java.lang.InternalError	0.005281	0.477466	0.000000	0.000424	0.928571	1	18
626	java.lang.InterruptedException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
627	java.lang.Iterable	0.002640	0.333260	0.000001	0.000265	0.500000	3	18
628	java.lang.LinkageError	0.009241	0.478371	0.000003	0.000693	0.681319	1	18
629	java.lang.Long	0.003300	0.476715	0.000000	0.000309	0.800000	0	18
630	java.lang.Math	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
631	java.lang.NegativeArraySizeException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
632	java.lang.NoClassDefFoundError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
633	java.lang.NoSuchFieldError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
634	java.lang.NoSuchFieldException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
635	java.lang.NoSuchMethodError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
636	java.lang.NoSuchMethodException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
637	java.lang.NullPointerException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
638	java.lang.Number	0.011221	0.478976	0.000021	0.000894	0.360294	0	18
639	java.lang.NumberFormatException	0.004620	0.477316	0.000000	0.000376	0.952381	1	18
640	java.lang.Object	0.852145	0.867201	0.321416	0.061993	0.008193	0	18
641	java.lang.OutOfMemoryError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
642	java.lang.Override	0.002640	0.476565	0.000000	0.000272	1.000000	0	18
643	java.lang.Package	0.004620	0.476865	0.000018	0.000375	0.733333	0	18
644	java.lang.Process	0.004620	0.477466	0.000001	0.000398	0.809524	5	18
645	java.lang.ProcessBuilder	0.004620	0.477617	0.000005	0.000393	0.523810	5	18
646	java.lang.ProcessEnvironment	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
647	java.lang.ProcessImpl	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
648	java.lang.Readable	0.002640	0.328633	0.000000	0.000226	0.333333	0	18
649	java.lang.Runnable	0.012541	0.329850	0.000080	0.001076	0.099415	3	18
650	java.lang.Runtime	0.005281	0.478220	0.000003	0.000441	0.714286	5	18
651	java.lang.RuntimeException	0.024422	0.482177	0.000062	0.001727	0.300300	1	18
652	java.lang.RuntimePermission	0.003960	0.476865	0.000000	0.000352	1.000000	7	18
653	java.lang.SecurityException	0.005941	0.477617	0.000000	0.000466	0.888889	1	18
654	java.lang.SecurityManager	0.006601	0.477918	0.000004	0.000539	0.666667	3	18
655	java.lang.Short	0.003300	0.476715	0.000000	0.000309	0.800000	0	18
656	java.lang.Shutdown	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
657	java.lang.StackOverflowError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
658	java.lang.StackTraceElement	0.003300	0.476865	0.000000	0.000317	0.800000	0	18
659	java.lang.StrictMath	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
660	java.lang.String	0.872607	0.881326	0.355883	0.063789	0.007910	1	18
661	java.lang.StringBuffer	0.013861	0.479279	0.000067	0.000933	0.374269	0	18
662	java.lang.StringBuilder	0.005941	0.477466	0.000038	0.000431	0.678571	0	18
663	java.lang.StringCoding	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
664	java.lang.StringIndexOutOfBoundsException	0.004620	0.477316	0.000000	0.000379	0.952381	1	18
665	java.lang.SuppressWarnings	0.002640	0.476565	0.000000	0.000272	1.000000	0	18
666	java.lang.System	0.006601	0.478824	0.000348	0.000529	0.488889	3	18
667	java.lang.SystemClassLoaderAction	0.002640	0.476565	0.000010	0.000287	0.666667	0	18
668	java.lang.Terminator	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
669	java.lang.Thread	0.013861	0.480190	0.000495	0.001026	0.315789	3	18
670	java.lang.ThreadDeath	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
671	java.lang.ThreadGroup	0.006601	0.477617	0.000001	0.000488	0.805556	3	18
672	java.lang.ThreadLocal	0.002640	0.476565	0.000000	0.000282	1.000000	0	18
673	java.lang.Throwable	0.166997	0.518836	0.004629	0.011458	0.047274	1	18
674	java.lang.TypeNotPresentException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
675	java.lang.UnknownError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
676	java.lang.UnsatisfiedLinkError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
677	java.lang.UnsupportedClassVersionError	0.004620	0.477316	0.000000	0.000379	0.952381	1	18
678	java.lang.UnsupportedOperationException	0.005941	0.477617	0.000000	0.000467	0.888889	1	18
679	java.lang.VerifyError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
680	java.lang.VirtualMachineError	0.007261	0.477918	0.000001	0.000560	0.800000	1	18
681	java.lang.Void	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
682	java.lang.annotation.Annotation	0.011881	0.478522	0.000038	0.001012	0.352941	0	19
683	java.lang.annotation.AnnotationFormatError	0.004620	0.477316	0.000000	0.000377	0.952381	1	19
684	java.lang.annotation.AnnotationTypeMismatchException	0.005281	0.477466	0.000001	0.000424	0.821429	1	19
685	java.lang.annotation.Documented	0.002640	0.476565	0.000000	0.000272	1.000000	0	19
686	java.lang.annotation.ElementType	0.002640	0.476565	0.000000	0.000267	1.000000	0	19
687	java.lang.annotation.IncompleteAnnotationException	0.004620	0.477316	0.000000	0.000375	0.952381	1	19
688	java.lang.annotation.Inherited	0.002640	0.476565	0.000000	0.000272	1.000000	0	19
689	java.lang.annotation.Retention	0.003300	0.476715	0.000000	0.000327	0.900000	0	19
690	java.lang.annotation.RetentionPolicy	0.003300	0.476715	0.000000	0.000323	0.900000	0	19
691	java.lang.annotation.Target	0.002640	0.476565	0.000000	0.000272	1.000000	0	19
692	java.lang.instrument.ClassDefinition	0.001980	0.476415	0.000000	0.000222	1.000000	0	20
693	java.lang.instrument.ClassFileTransformer	0.003300	0.470497	0.000000	0.000322	0.900000	5	20
694	java.lang.instrument.IllegalClassFormatException	0.004620	0.477617	0.000000	0.000374	0.952381	1	20
695	java.lang.instrument.Instrumentation	0.003960	0.476865	0.000004	0.000362	0.800000	5	20
696	java.lang.instrument.UnmodifiableClassException	0.004620	0.477617	0.000000	0.000374	0.952381	1	20
697	java.lang.management.ClassLoadingMXBean	0.000660	0.323511	0.000000	0.000171	0.000000	3	21
698	java.lang.management.CompilationMXBean	0.001320	0.469331	0.000000	0.000212	1.000000	3	21
699	java.lang.management.GarbageCollectorMXBean	0.001320	0.468750	0.000000	0.000244	1.000000	1	21
700	java.lang.management.LockInfo	0.003300	0.476865	0.000000	0.000343	0.900000	0	21
701	java.lang.management.ManagementFactory	0.006601	0.478069	0.002678	0.000849	0.177778	3	21
702	java.lang.management.ManagementPermission	0.003960	0.476865	0.000000	0.000352	1.000000	7	21
703	java.lang.management.MemoryMXBean	0.001320	0.323787	0.000001	0.000236	0.000000	0	21
704	java.lang.management.MemoryManagerMXBean	0.001320	0.468750	0.000000	0.000244	1.000000	1	21
705	java.lang.management.MemoryNotificationInfo	0.002640	0.476715	0.000000	0.000287	1.000000	0	21
706	java.lang.management.MemoryPoolMXBean	0.001980	0.469040	0.000000	0.000263	0.666667	0	21
707	java.lang.management.MemoryType	0.003300	0.476715	0.000008	0.000342	0.700000	0	21
708	java.lang.management.MemoryUsage	0.003960	0.477015	0.000660	0.000458	0.466667	0	21
709	java.lang.management.MonitorInfo	0.003300	0.476715	0.000000	0.000334	0.900000	0	21
710	java.lang.management.OperatingSystemMXBean	0.001320	0.469331	0.000000	0.000212	1.000000	3	21
711	java.lang.management.RuntimeMXBean	0.002640	0.471669	0.000003	0.000290	0.333333	3	21
712	java.lang.management.ThreadInfo	0.003300	0.476865	0.000653	0.000380	0.600000	0	21
713	java.lang.management.ThreadMXBean	0.001320	0.323718	0.000001	0.000236	0.000000	0	21
714	java.lang.ref.FinalReference	0.003960	0.476865	0.000000	0.000386	0.866667	0	22
715	java.lang.ref.Finalizer	0.002640	0.476565	0.000000	0.000276	1.000000	0	22
716	java.lang.ref.PhantomReference	0.003300	0.476715	0.000000	0.000327	1.000000	0	22
717	java.lang.ref.Reference	0.005281	0.477165	0.000001	0.000496	0.785714	0	22
718	java.lang.ref.ReferenceQueue	0.005281	0.477165	0.000001	0.000496	0.785714	0	22
719	java.lang.ref.SoftReference	0.003300	0.476715	0.000000	0.000327	1.000000	0	22
720	java.lang.ref.WeakReference	0.003300	0.476715	0.000000	0.000327	1.000000	0	22
721	java.lang.reflect.AccessibleObject	0.005281	0.477165	0.000018	0.000496	0.714286	0	23
722	java.lang.reflect.AnnotatedElement	0.003300	0.457014	0.000000	0.000296	0.833333	0	23
723	java.lang.reflect.Array	0.001980	0.476415	0.000000	0.000222	1.000000	0	23
724	java.lang.reflect.Constructor	0.006601	0.477466	0.000024	0.000562	0.527778	0	23
725	java.lang.reflect.Field	0.005941	0.477617	0.000079	0.000541	0.571429	0	23
726	java.lang.reflect.GenericArrayType	0.000660	0.314446	0.000000	0.000202	0.000000	6	23
727	java.lang.reflect.GenericDeclaration	0.002640	0.457704	0.000002	0.000332	0.333333	6	23
728	java.lang.reflect.GenericSignatureFormatError	0.004620	0.477316	0.000000	0.000379	0.952381	1	23
729	java.lang.reflect.InvocationHandler	0.003300	0.466441	0.000001	0.000348	0.600000	6	23
730	java.lang.reflect.InvocationTargetException	0.004620	0.477617	0.000000	0.000374	0.952381	1	23
731	java.lang.reflect.MalformedParameterizedTypeException	0.004620	0.477316	0.000000	0.000375	0.952381	1	23
732	java.lang.reflect.Member	0.003300	0.470497	0.000000	0.000341	0.700000	0	23
733	java.lang.reflect.Method	0.013861	0.480190	0.000180	0.001173	0.268421	6	23
734	java.lang.reflect.Modifier	0.001980	0.476415	0.000000	0.000222	1.000000	0	23
735	java.lang.reflect.ParameterizedType	0.000660	0.314446	0.000000	0.000202	0.000000	6	23
736	java.lang.reflect.Proxy	0.003960	0.477015	0.000010	0.000362	0.600000	6	23
737	java.lang.reflect.ReflectAccess	0.003960	0.476865	0.000000	0.000382	0.800000	0	23
738	java.lang.reflect.ReflectPermission	0.003960	0.476865	0.000000	0.000352	1.000000	7	23
739	java.lang.reflect.Type	0.004620	0.458535	0.003959	0.000853	0.095238	6	23
740	java.lang.reflect.TypeVariable	0.001980	0.470059	0.000053	0.000314	0.000000	6	23
741	java.lang.reflect.UndeclaredThrowableException	0.004620	0.477316	0.000000	0.000375	0.952381	1	23
742	java.lang.reflect.WildcardType	0.000660	0.314446	0.000000	0.000202	0.000000	6	23
743	java.math.BigDecimal	0.009901	0.479127	0.000021	0.000754	0.400000	5	24
744	java.math.BigInteger	0.025083	0.483254	0.001605	0.002177	0.152205	8	24
745	java.math.BitSieve	0.001980	0.476415	0.000000	0.000222	1.000000	0	24
746	java.math.MathContext	0.003960	0.477015	0.000001	0.000349	0.800000	0	24
747	java.math.MutableBigInteger	0.002640	0.476565	0.000000	0.000282	1.000000	0	24
748	java.math.RoundingMode	0.005941	0.477316	0.000002	0.000485	0.666667	0	24
749	java.math.SignedMutableBigInteger	0.002640	0.476565	0.000000	0.000282	1.000000	0	24
750	java.net.Authenticator	0.003960	0.476865	0.000001	0.000366	0.800000	0	25
751	java.net.BindException	0.004620	0.477316	0.000000	0.000378	0.952381	1	25
752	java.net.CacheRequest	0.003300	0.477165	0.000000	0.000311	0.900000	3	25
753	java.net.CacheResponse	0.004620	0.477466	0.000001	0.000395	0.761905	3	25
754	java.net.ConnectException	0.004620	0.477316	0.000000	0.000378	0.952381	1	25
755	java.net.ContentHandler	0.003960	0.476865	0.000005	0.000376	0.800000	5	25
756	java.net.ContentHandlerFactory	0.003300	0.469331	0.000000	0.000326	0.700000	5	25
757	java.net.CookieHandler	0.003960	0.477466	0.000001	0.000361	0.800000	5	25
758	java.net.CookieManager	0.005281	0.477767	0.000786	0.000493	0.500000	5	25
759	java.net.CookiePolicy	0.001980	0.324550	0.000000	0.000253	0.333333	5	25
760	java.net.CookieStore	0.002640	0.330281	0.000001	0.000292	0.333333	5	25
761	java.net.DatagramPacket	0.004620	0.477165	0.000000	0.000413	0.952381	9	25
762	java.net.DatagramSocket	0.006601	0.477918	0.000441	0.000532	0.722222	9	25
763	java.net.DatagramSocketImpl	0.003960	0.477015	0.000449	0.000429	0.466667	0	25
764	java.net.DatagramSocketImplFactory	0.001980	0.323856	0.000000	0.000259	0.333333	9	25
765	java.net.FactoryURLClassLoader	0.005281	0.477466	0.000001	0.000431	0.857143	5	25
766	java.net.FileNameMap	0.002640	0.469186	0.000000	0.000272	0.833333	5	25
767	java.net.HttpCookie	0.004620	0.477466	0.000808	0.000433	0.238095	5	25
768	java.net.HttpRetryException	0.004620	0.477316	0.000000	0.000375	0.952381	1	25
769	java.net.HttpURLConnection	0.007261	0.478220	0.000018	0.000582	0.527273	5	25
770	java.net.IDN	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
771	java.net.Inet4Address	0.003300	0.476715	0.000000	0.000315	1.000000	9	25
772	java.net.Inet4AddressImpl	0.003960	0.476865	0.000005	0.000373	0.866667	9	25
773	java.net.Inet6Address	0.003300	0.476715	0.000000	0.000315	1.000000	9	25
774	java.net.Inet6AddressImpl	0.003960	0.476865	0.000005	0.000373	0.866667	9	25
775	java.net.InetAddress	0.013861	0.479582	0.000040	0.001080	0.336842	9	25
776	java.net.InetAddressContainer	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
777	java.net.InetAddressImpl	0.003300	0.469476	0.000000	0.000339	0.900000	9	25
778	java.net.InetAddressImplFactory	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
779	java.net.InetSocketAddress	0.003300	0.476715	0.000000	0.000313	0.900000	9	25
780	java.net.InterfaceAddress	0.002640	0.476565	0.000000	0.000268	1.000000	9	25
781	java.net.JarURLConnection	0.009901	0.478976	0.000026	0.000758	0.476190	5	25
782	java.net.MalformedURLException	0.004620	0.477316	0.000000	0.000375	0.952381	1	25
783	java.net.MulticastSocket	0.006601	0.478069	0.000444	0.000580	0.666667	9	25
784	java.net.NetPermission	0.003960	0.476865	0.000000	0.000352	1.000000	7	25
785	java.net.NetworkInterface	0.008581	0.478069	0.000019	0.000668	0.484848	9	25
786	java.net.NoRouteToHostException	0.004620	0.477316	0.000000	0.000378	0.952381	1	25
787	java.net.Parts	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
788	java.net.PasswordAuthentication	0.002640	0.476565	0.000000	0.000274	1.000000	0	25
789	java.net.PlainDatagramSocketImpl	0.002640	0.476715	0.000000	0.000283	1.000000	0	25
790	java.net.PlainSocketImpl	0.003960	0.477165	0.000001	0.000395	0.866667	9	25
791	java.net.PortUnreachableException	0.004620	0.477316	0.000000	0.000378	0.952381	1	25
792	java.net.ProtocolException	0.004620	0.477316	0.000000	0.000375	0.952381	1	25
793	java.net.Proxy	0.003960	0.477015	0.000000	0.000354	0.866667	9	25
794	java.net.ProxySelector	0.004620	0.477466	0.000004	0.000395	0.619048	9	25
795	java.net.ResponseCache	0.005281	0.477767	0.000004	0.000454	0.642857	3	25
796	java.net.SecureCacheResponse	0.005281	0.477918	0.000007	0.000439	0.535714	3	25
797	java.net.ServerSocket	0.007261	0.477918	0.000647	0.000590	0.511111	9	25
798	java.net.Socket	0.009241	0.479279	0.000470	0.000720	0.448718	9	25
799	java.net.SocketAddress	0.009241	0.479127	0.000015	0.000750	0.472527	9	25
800	java.net.SocketException	0.007261	0.477918	0.000001	0.000559	0.800000	1	25
801	java.net.SocketImpl	0.003960	0.477015	0.000442	0.000424	0.466667	0	25
802	java.net.SocketImplFactory	0.001980	0.324550	0.000000	0.000256	0.333333	9	25
803	java.net.SocketInputStream	0.003960	0.477617	0.000000	0.000365	0.933333	9	25
804	java.net.SocketOptions	0.001980	0.465152	0.000000	0.000261	0.666667	0	25
805	java.net.SocketOutputStream	0.003960	0.477617	0.000000	0.000365	0.933333	9	25
806	java.net.SocketPermission	0.003960	0.477015	0.000000	0.000346	0.933333	7	25
807	java.net.SocketPermissionCollection	0.004620	0.477165	0.000001	0.000387	0.761905	7	25
808	java.net.SocketTimeoutException	0.004620	0.477316	0.000000	0.000380	0.952381	1	25
809	java.net.SocksConsts	0.000660	0.323028	0.000000	0.000165	0.000000	9	25
810	java.net.SocksSocketImpl	0.003960	0.477015	0.001320	0.000465	0.666667	9	25
811	java.net.URI	0.011221	0.479127	0.001449	0.000915	0.333333	5	25
812	java.net.URISyntaxException	0.004620	0.477617	0.000000	0.000374	0.952381	1	25
813	java.net.URL	0.028383	0.488080	0.000260	0.001880	0.198718	5	25
814	java.net.URLClassLoader	0.006601	0.477767	0.000009	0.000537	0.733333	5	25
815	java.net.URLConnection	0.010561	0.478824	0.000026	0.000782	0.485714	5	25
816	java.net.URLDecoder	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
817	java.net.URLEncoder	0.001980	0.476415	0.000000	0.000222	1.000000	0	25
818	java.net.URLStreamHandler	0.003300	0.476715	0.000006	0.000321	0.800000	5	25
819	java.net.URLStreamHandlerFactory	0.002640	0.469186	0.000000	0.000280	0.833333	5	25
820	java.net.UnknownContentHandler	0.003300	0.476715	0.000000	0.000319	1.000000	5	25
821	java.net.UnknownHostException	0.004620	0.477316	0.000000	0.000375	0.952381	1	25
822	java.net.UnknownServiceException	0.004620	0.477316	0.000000	0.000375	0.952381	1	25
823	java.nio.Bits	0.001980	0.476415	0.000000	0.000222	1.000000	0	26
824	java.nio.Buffer	0.050165	0.488710	0.000441	0.003570	0.125614	0	26
825	java.nio.BufferOverflowException	0.004620	0.477316	0.000000	0.000375	0.952381	1	26
826	java.nio.BufferUnderflowException	0.004620	0.477316	0.000000	0.000375	0.952381	1	26
827	java.nio.ByteBuffer	0.019802	0.481870	0.001861	0.001440	0.349425	0	26
828	java.nio.ByteBufferAsCharBufferB	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
829	java.nio.ByteBufferAsCharBufferL	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
830	java.nio.ByteBufferAsCharBufferRB	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
831	java.nio.ByteBufferAsCharBufferRL	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
832	java.nio.ByteBufferAsDoubleBufferB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
833	java.nio.ByteBufferAsDoubleBufferL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
834	java.nio.ByteBufferAsDoubleBufferRB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
835	java.nio.ByteBufferAsDoubleBufferRL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
836	java.nio.ByteBufferAsFloatBufferB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
837	java.nio.ByteBufferAsFloatBufferL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
838	java.nio.ByteBufferAsFloatBufferRB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
839	java.nio.ByteBufferAsFloatBufferRL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
840	java.nio.ByteBufferAsIntBufferB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
841	java.nio.ByteBufferAsIntBufferL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
842	java.nio.ByteBufferAsIntBufferRB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
843	java.nio.ByteBufferAsIntBufferRL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
844	java.nio.ByteBufferAsLongBufferB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
845	java.nio.ByteBufferAsLongBufferL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
846	java.nio.ByteBufferAsLongBufferRB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
847	java.nio.ByteBufferAsLongBufferRL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
848	java.nio.ByteBufferAsShortBufferB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
849	java.nio.ByteBufferAsShortBufferL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
850	java.nio.ByteBufferAsShortBufferRB	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
851	java.nio.ByteBufferAsShortBufferRL	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
852	java.nio.ByteOrder	0.050165	0.488710	0.000441	0.003570	0.125614	0	26
853	java.nio.CharBuffer	0.026403	0.483099	0.000601	0.001842	0.263158	0	26
854	java.nio.DirectByteBuffer	0.009241	0.479127	0.000001	0.000669	0.824176	0	26
855	java.nio.DirectByteBufferR	0.009241	0.479127	0.000001	0.000669	0.824176	0	26
856	java.nio.DirectCharBufferRS	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
857	java.nio.DirectCharBufferRU	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
858	java.nio.DirectCharBufferS	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
859	java.nio.DirectCharBufferU	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
860	java.nio.DirectDoubleBufferRS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
861	java.nio.DirectDoubleBufferRU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
862	java.nio.DirectDoubleBufferS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
863	java.nio.DirectDoubleBufferU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
864	java.nio.DirectFloatBufferRS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
865	java.nio.DirectFloatBufferRU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
866	java.nio.DirectFloatBufferS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
867	java.nio.DirectFloatBufferU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
868	java.nio.DirectIntBufferRS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
869	java.nio.DirectIntBufferRU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
870	java.nio.DirectIntBufferS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
871	java.nio.DirectIntBufferU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
872	java.nio.DirectLongBufferRS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
873	java.nio.DirectLongBufferRU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
874	java.nio.DirectLongBufferS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
875	java.nio.DirectLongBufferU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
876	java.nio.DirectShortBufferRS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
877	java.nio.DirectShortBufferRU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
878	java.nio.DirectShortBufferS	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
879	java.nio.DirectShortBufferU	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
880	java.nio.DoubleBuffer	0.014521	0.480038	0.000022	0.001063	0.458874	0	26
881	java.nio.FloatBuffer	0.014521	0.480038	0.000022	0.001063	0.458874	0	26
882	java.nio.HeapByteBuffer	0.008581	0.478976	0.000001	0.000629	0.794872	0	26
883	java.nio.HeapByteBufferR	0.008581	0.478976	0.000001	0.000629	0.794872	0	26
884	java.nio.HeapCharBuffer	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
885	java.nio.HeapCharBufferR	0.005941	0.477617	0.000036	0.000467	0.722222	0	26
886	java.nio.HeapDoubleBuffer	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
887	java.nio.HeapDoubleBufferR	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
888	java.nio.HeapFloatBuffer	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
889	java.nio.HeapFloatBufferR	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
890	java.nio.HeapIntBuffer	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
891	java.nio.HeapIntBufferR	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
892	java.nio.HeapLongBuffer	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
893	java.nio.HeapLongBufferR	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
894	java.nio.HeapShortBuffer	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
895	java.nio.HeapShortBufferR	0.004620	0.477015	0.000000	0.000390	0.952381	0	26
896	java.nio.IntBuffer	0.014521	0.480038	0.000022	0.001063	0.458874	0	26
897	java.nio.InvalidMarkException	0.004620	0.477316	0.000000	0.000376	0.952381	1	26
898	java.nio.LongBuffer	0.014521	0.480038	0.000022	0.001063	0.458874	0	26
899	java.nio.MappedByteBuffer	0.009901	0.479279	0.000003	0.000716	0.752381	0	26
900	java.nio.ReadOnlyBufferException	0.004620	0.477316	0.000000	0.000379	0.952381	1	26
901	java.nio.ShortBuffer	0.014521	0.480038	0.000022	0.001063	0.458874	0	26
902	java.nio.StringCharBuffer	0.005281	0.477466	0.000036	0.000423	0.642857	0	26
903	java.nio.channels.AlreadyConnectedException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
904	java.nio.channels.AsynchronousCloseException	0.005281	0.477466	0.000000	0.000426	0.928571	1	27
905	java.nio.channels.ByteChannel	0.003960	0.327285	0.000003	0.000390	0.466667	9	27
906	java.nio.channels.CancelledKeyException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
907	java.nio.channels.Channel	0.005281	0.326649	0.000030	0.000544	0.107143	9	27
908	java.nio.channels.Channels	0.007261	0.479279	0.000759	0.000588	0.381818	0	27
909	java.nio.channels.ClosedByInterruptException	0.004620	0.477316	0.000000	0.000380	0.952381	1	27
910	java.nio.channels.ClosedChannelException	0.005281	0.477466	0.000000	0.000420	0.928571	1	27
911	java.nio.channels.ClosedSelectorException	0.004620	0.477316	0.000000	0.000376	0.952381	1	27
